01,77855971397,1722585094,1722585247
01,78778943941,1724024194,1724024349
02,71359897778,1724896184,1724896464
01,77855971397,1723100471,1723100525
02,78778943941,1723784113,1723784269
02,72689538817,1724380726,1724380978
02,78069595351,1723858518,1723858599
01,77855971397,1723667961,1723668183
01,71359897778,1723255155,1723255362
01,73827147484,1724242933,1724243016
01,78778943941,1724252366,1724252475
02,76881555274,1722607899,1722608088
02,74868892850,1724810556,1724810817
01,77855971397,1723526349,1723526524
02,75801558397,1723730926,1723731066
01,72397403335,1723766887,1723766946
01,79271743152,1724636844,1724636917
