01,71042789099,1718005051,1718005277
02,76473722874,1717261929,1717262014
01,72279734395,1718110416,1718110616
01,73503650241,1717254810,1717255110
02,71042789099,1719290072,1719290197
01,74941509221,1719026424,1719026683
01,79666645793,1718351413,1718351635
01,76473722874,1717533687,1717533759
02,74941509221,1718817339,1718817600
01,75298170614,1717440955,1717441169
02,73503650241,1718282681,1718282946
02,73215944593,1719023980,1719024278
02,74941509221,1717612443,1717612736
01,78796209079,1718712176,1718712451
01,73215944593,1717231892,1717232140
02,76124899857,1719453334,1719453526
02,74941509221,1718315495,1718315668
02,76124899857,1718896789,1718896925
01,74941509221,1717921540,1717921561
02,75298170614,1719233578,1719233671
01,78796209079,1719586121,1719586337
02,73215944593,1719647333,1719647355
01,75298170614,1718571742,1718571752
01,76473722874,1717986246,1717986363
01,79666645793,1717627716,1717627865
01,73503650241,1719399919,1719399962
01,76473722874,1719035327,1719035600
02,71042789099,1719225042,1719225217
01,71042789099,1717618299,1717618454
