02,79271743152,1726577163,1726577300
02,71964320260,1725235692,1725235842
02,78778943941,1727658109,1727658206
01,79271743152,1727507272,1727507463
01,78069595351,1725925394,1725925555
02,71964320260,1727244269,1727244392
02,72397403335,1726805300,1726805369
01,75526177034,1725954776,1725955045
02,72397403335,1727530054,1727530112
02,75801558397,1725646000,1725646195
01,78107776807,1725741213,1725741355
02,76695488669,1725622620,1725622768
01,74904443513,1726271012,1726271262
02,75526177034,1726120025,1726120235
01,71359897778,1727216036,1727216287
01,74781593676,1727096750,1727096833
02,75801558397,1725276786,1725276833
01,72449973636,1727552344,1727552559
01,77855971397,1727162579,1727162690
02,74781593676,1727138354,1727138633
02,72397403335,1726658830,1726658855
02,79232126580,1726097528,1726097591
02,71359897778,1726589877,1726590111
01,73827147484,1725900344,1725900576
02,75801558397,1725641830,1725642130
01,78778943941,1725678595,1725678672
01,73827147484,1725331412,1725331441
