01,73503650241,1708220869,1708220900
02,78913365056,1708419195,1708419452
01,78796209079,1708701796,1708702078
01,71042789099,1707674523,1707674680
01,76124899857,1708877182,1708877264
01,71042789099,1708072670,1708072893
02,75231562504,1707006726,1707006929
01,73215944593,1707857727,1707857944
01,75231562504,1707459299,1707459357
01,74941509221,1707160702,1707160951
02,71042789099,1707135078,1707135294
01,76124899857,1708377366,1708377376
01,78796209079,1707761265,1707761516
02,71042789099,1709020854,1709020899
02,71042789099,1707226279,1707226463
02,73503650241,1708439882,1708440162
01,78913365056,1708271508,1708271729
01,74941509221,1707577400,1707577455
01,72279734395,1706810850,1706811018
01,76124899857,1707691662,1707691841
02,72279734395,1708368855,1708368895
01,71042789099,1707440898,1707440991
01,71042789099,1708244196,1708244340
01,73503650241,1708650846,1708651109
02,71042789099,1706832700,1706832928
02,78796209079,1708094557,1708094647
01,73503650241,1707051922,1707052102
01,73503650241,1708449879,1708450015
