02,72397403335,1716424660,1716424697
01,74904443513,1716082164,1716082232
01,78069595351,1714747561,1714747635
01,78069595351,1717012153,1717012445
02,79271743152,1714976865,1714976973
02,79271743152,1715645873,1715646074
02,79232126580,1714573204,1714573341
01,78069595351,1716835856,1716835992
01,74868892850,1715116768,1715117015
01,71964320260,1717062512,1717062676
01,77855971397,1715814094,1715814281
01,72689538817,1715733330,1715733401
01,75526177034,1715517698,1715517963
02,79271743152,1716370498,1716370601
02,78107776807,1717024862,1717025123
01,71359897778,1716797156,1716797332
02,77855971397,1714683734,1714683825
01,71359897778,1716879209,1716879490
