02,76473722874,1734329736,1734330003
02,76124899857,1733449789,1733450032
02,75298170614,1735414925,1735415096
01,71042789099,1734834704,1734834765
02,72279734395,1735536331,1735536383
02,74941509221,1735348270,1735348496
02,74941509221,1734852623,1734852869
02,73215944593,1733266041,1733266106
01,72279734395,1733746922,1733747038
02,73274187623,1733847574,1733847722
01,75231562504,1734694569,1734694614
01,75231562504,1735563819,1735564084
02,76124899857,1733771558,1733771758
01,75231562504,1734762789,1734762883
01,76473722874,1734219164,1734219452
02,75298170614,1733270185,1733270421
01,73503650241,1734269377,1734269536
