01,73215944593,1704420409,1704420596
02,79666645793,1705684348,1705684494
01,76124899857,1705546871,1705547094
02,75298170614,1705147671,1705147864
02,74941509221,1705340056,1705340264
02,74941509221,1705230045,1705230138
01,73215944593,1705701126,1705701274
02,71042789099,1705511289,1705511366
01,76124899857,1705239635,1705239789
01,75231562504,1704316475,1704316618
01,79666645793,1704098011,1704098307
01,76473722874,1704126971,1704126990
02,71042789099,1705530838,1705530978
01,72279734395,1705087561,1705087609
02,73274187623,1704330012,1704330106
02,79666645793,1705088028,1705088091
02,72279734395,1704770692,1704770857
02,75231562504,1704735967,1704736119
02,71042789099,1705248865,1705249039
02,71042789099,1705842238,1705842439
02,74941509221,1705764157,1705764320
02,75298170614,1706324828,1706324900
01,73503650241,1706517144,1706517277
02,78796209079,1706704407,1706704550
02,73503650241,1704909072,1704909090
01,72279734395,1704950829,1704951082
01,73215944593,1704617975,1704618254
