01,76695488669,1713608913,1713608957
02,79271743152,1713163969,1713164171
01,74904443513,1714396367,1714396530
01,74781593676,1713021584,1713021855
01,78778943941,1712107738,1712107846
01,74904443513,1713390967,1713391081
01,76881555274,1712988409,1712988547
02,74868892850,1712125120,1712125263
02,75801558397,1712290474,1712290539
01,78069595351,1713760959,1713761045
01,75526177034,1714184708,1714184779
02,72689538817,1712443985,1712444143
02,75526177034,1712910757,1712910948
02,74904443513,1714053667,1714053714
02,76881555274,1714498749,1714498982
01,71359897778,1713941929,1713941963
02,73827147484,1713259468,1713259530
02,76695488669,1714465063,1714465304
02,72449973636,1712126900,1712127188
02,79271743152,1712788204,1712788388
